Kanal,Datum,Bestellungen,Umsatz,RE1_abs,RE1_rel,AvgWarenkorbwert,AnzahlArtikelproWarenkorb
carmaster-ebay,2018-07-03,2,85.50,34.49,0.403392,42.750000,1.0000
carmaster-ebay,2018-07-04,5,116.84,60.03,0.513780,23.368000,1.0000
carmaster-ebay,2018-07-05,5,172.10,74.94,0.435445,34.420000,1.0000
carmaster-ebay,2018-07-06,8,287.56,124.19,0.431875,35.945000,1.0000
carmaster-ebay,2018-07-07,4,154.73,65.74,0.424869,38.682500,1.0000
carmaster-ebay,2018-07-08,4,150.43,58.51,0.388952,37.607500,1.0000
carmaster-ebay,2018-07-09,9,345.97,149.16,0.431136,38.441111,1.0000
carmaster-ebay,2018-07-10,7,238.39,106.67,0.447460,34.055714,1.0000
carmaster-ebay,2018-07-11,9,339.11,149.30,0.440270,37.678889,1.0000
carmaster-ebay,2018-07-12,3,36.26,22.02,0.607281,12.086667,1.0000
carmaster-ebay,2018-07-13,4,147.59,67.34,0.456264,36.897500,1.0000
carmaster-ebay,2018-07-14,8,180.61,91.35,0.505786,22.576250,1.0000
carmaster-ebay,2018-07-15,6,272.82,103.95,0.381020,45.470000,1.0000
carmaster-ebay,2018-07-16,4,82.68,41.27,0.499153,20.670000,1.0000
carmaster-ebay,2018-07-17,6,245.56,107.77,0.438874,40.926667,1.0000
carmaster-ebay,2018-07-18,6,177.88,65.21,0.366595,29.646667,1.0000
carmaster-ebay,2018-07-19,6,199.89,96.73,0.483916,33.315000,1.0000
carmaster-ebay,2018-07-20,4,114.47,53.49,0.467284,28.617500,1.0000
carmaster-ebay,2018-07-21,4,118.38,45.92,0.387903,29.595000,1.0000
carmaster-ebay,2018-07-22,2,29.19,15.81,0.541624,14.595000,1.0000
carmaster-ebay,2018-07-23,4,88.56,43.18,0.487579,22.140000,1.0000
carmaster-ebay,2018-07-24,4,232.32,114.85,0.494361,58.080000,1.0000
carmaster-ebay,2018-07-25,1,67.46,24.79,0.367477,67.460000,1.0000
carmaster-ebay,2018-07-26,9,230.01,120.42,0.523542,25.556667,1.0000
carmaster-ebay,2018-07-27,2,40.09,20.01,0.499127,20.045000,1.0000
carmaster-ebay,2018-07-28,3,107.98,47.02,0.435451,35.993333,1.3333
carmaster-ebay,2018-07-29,1,15.28,8.30,0.543194,15.280000,1.0000
carmaster-ebay,2018-07-30,10,392.19,171.74,0.437900,39.219000,1.0000
carmaster-ebay,2018-07-31,4,175.98,68.98,0.391976,43.995000,1.0000
carmaster-ebay,2018-08-01,2,36.91,18.89,0.511785,18.455000,1.0000
carmaster-ebay,2018-08-02,3,138.69,45.34,0.326916,46.230000,1.0000
carmaster-ebay,2018-08-03,5,256.27,91.52,0.357123,51.254000,1.0000
carmaster-ebay,2018-08-05,2,38.05,19.22,0.505125,19.025000,1.0000
carmaster-ebay,2018-08-06,8,229.20,101.93,0.444721,28.650000,1.0000
carmaster-ebay,2018-08-08,4,111.98,50.77,0.453385,27.995000,1.0000
carmaster-ebay,2018-08-09,3,84.85,40.21,0.473895,28.283333,1.0000
carmaster-ebay,2018-08-10,8,349.86,136.60,0.390442,43.732500,1.0000
carmaster-ebay,2018-08-11,4,173.31,74.55,0.430154,43.327500,1.0000
carmaster-ebay,2018-08-13,6,325.60,117.34,0.360381,54.266667,1.0000
carmaster-ebay,2018-08-14,6,320.67,134.23,0.418592,53.445000,1.0000
carmaster-ebay,2018-08-15,3,84.61,36.67,0.433400,28.203333,1.0000
carmaster-ebay,2018-08-16,1,52.13,21.92,0.420487,52.130000,1.0000
carmaster-ebay,2018-08-17,6,193.07,90.18,0.467084,32.178333,1.0000
carmaster-ebay,2018-08-18,3,57.31,29.27,0.510731,19.103333,1.0000
carmaster-ebay,2018-08-19,7,387.68,167.14,0.431129,55.382857,1.0000
carmaster-ebay,2018-08-20,11,393.08,172.14,0.437926,35.734545,1.0000
carmaster-ebay,2018-08-21,6,198.57,80.54,0.405600,33.095000,1.0000
carmaster-ebay,2018-08-22,3,130.57,53.21,0.407521,43.523333,1.0000
carmaster-ebay,2018-08-23,6,146.20,68.85,0.470930,24.366667,1.0000
carmaster-ebay,2018-08-24,5,163.93,62.74,0.382724,32.786000,1.0000
carmaster-ebay,2018-08-25,4,106.32,49.89,0.469244,26.580000,1.0000
carmaster-ebay,2018-08-26,5,123.46,59.81,0.484448,24.692000,1.0000
carmaster-ebay,2018-08-27,6,221.53,93.06,0.420079,36.921667,1.0000
carmaster-ebay,2018-08-28,4,130.40,53.75,0.412193,32.600000,1.0000
carmaster-ebay,2018-08-29,4,124.03,59.57,0.480287,31.007500,1.0000
carmaster-ebay,2018-08-30,4,84.19,45.61,0.541751,21.047500,1.0000
carmaster-ebay,2018-08-31,2,295.95,120.72,0.407907,147.975000,1.0000
carmaster-ebay,2018-09-01,2,88.04,31.25,0.354952,44.020000,1.0000
carmaster-ebay,2018-09-02,5,296.88,117.53,0.395884,59.376000,1.0000
carmaster-ebay,2018-09-03,7,181.77,80.18,0.441107,25.967143,1.0000
carmaster-ebay,2018-09-04,2,51.36,23.69,0.461254,25.680000,1.0000
carmaster-ebay,2018-09-05,4,134.32,60.75,0.452278,33.580000,1.0000
carmaster-ebay,2018-09-06,8,451.65,129.23,0.286129,56.456250,1.0000
carmaster-ebay,2018-09-07,5,117.09,54.74,0.467504,23.418000,1.0000
carmaster-ebay,2018-09-08,4,91.85,52.91,0.576048,22.962500,1.0000
carmaster-ebay,2018-09-09,3,60.33,28.88,0.478700,20.110000,1.0000
carmaster-ebay,2018-09-10,3,48.89,20.61,0.421559,16.296667,1.0000
carmaster-ebay,2018-09-11,5,169.47,83.97,0.495486,33.894000,1.0000
carmaster-ebay,2018-09-12,8,319.16,142.81,0.447456,39.895000,1.0000
carmaster-ebay,2018-09-13,3,116.94,71.27,0.609458,38.980000,1.0000
carmaster-ebay,2018-09-14,5,83.28,43.16,0.518252,16.656000,1.0000
carmaster-ebay,2018-09-15,4,97.73,48.43,0.495549,24.432500,1.0000
carmaster-ebay,2018-09-16,6,152.74,79.86,0.522849,25.456667,1.0000
carmaster-ebay,2018-09-17,12,572.78,244.90,0.427564,47.731667,1.0000
carmaster-ebay,2018-09-18,6,160.62,77.71,0.483813,26.770000,1.1667
carmaster-ebay,2018-09-19,4,86.52,44.30,0.512020,21.630000,1.0000
carmaster-ebay,2018-09-20,2,28.64,20.08,0.701117,14.320000,1.0000
carmaster-ebay,2018-09-21,9,512.45,217.35,0.424139,56.938889,1.2222
carmaster-ebay,2018-09-22,5,214.99,100.12,0.465696,42.998000,1.0000
carmaster-ebay,2018-09-23,4,128.70,56.08,0.435742,32.175000,1.0000
carmaster-ebay,2018-09-24,7,182.36,81.29,0.445767,26.051429,1.0000
carmaster-ebay,2018-09-25,8,270.43,107.34,0.396923,33.803750,1.0000
carmaster-ebay,2018-09-26,5,209.61,91.12,0.434712,41.922000,1.0000
carmaster-ebay,2018-09-27,3,123.65,44.29,0.358188,41.216667,1.0000
carmaster-ebay,2018-09-28,4,154.19,63.95,0.414748,38.547500,1.0000
carmaster-ebay,2018-09-29,4,78.56,40.26,0.512475,19.640000,1.0000
carmaster-ebay,2018-09-30,3,50.39,20.11,0.399087,16.796667,1.0000
carmaster-ebay,2018-10-01,4,251.82,103.68,0.411723,62.955000,1.0000
carmaster-ebay,2018-10-02,4,793.94,333.04,0.419478,198.485000,1.0000
carmaster-ebay,2018-10-03,2,176.87,59.10,0.334144,88.435000,1.0000
carmaster-ebay,2018-10-04,1,26.46,11.22,0.424036,26.460000,1.0000
carmaster-ebay,2018-10-05,2,478.14,118.34,0.247501,239.070000,1.0000
carmaster-ebay,2018-10-06,5,193.65,69.44,0.358585,38.730000,1.0000
carmaster-ebay,2018-10-07,5,120.13,56.75,0.472405,24.026000,1.0000
carmaster-ebay,2018-10-08,6,319.09,116.02,0.363596,53.181667,1.0000
carmaster-ebay,2018-10-09,5,341.95,106.51,0.311478,68.390000,1.2000
carmaster-ebay,2018-10-10,1,14.70,9.63,0.655102,14.700000,1.0000
carmaster-ebay,2018-10-11,2,168.46,61.15,0.362994,84.230000,1.0000
carmaster-ebay,2018-10-12,3,81.48,33.53,0.411512,27.160000,1.0000
carmaster-ebay,2018-10-13,7,273.90,100.39,0.366521,39.128571,1.0000
carmaster-ebay,2018-10-14,7,176.00,79.70,0.452841,25.142857,1.0000
carmaster-ebay,2018-10-15,2,132.75,38.86,0.292731,66.375000,1.0000
carmaster-ebay,2018-10-16,5,148.69,59.91,0.402919,29.738000,1.0000
carmaster-ebay,2018-10-17,1,31.92,10.78,0.337719,31.920000,1.0000
carmaster-ebay,2018-10-18,5,302.89,100.25,0.330978,60.578000,1.0000
carmaster-ebay,2018-10-20,2,73.93,25.21,0.340998,36.965000,1.0000
carmaster-ebay,2018-10-21,5,151.64,61.04,0.402532,30.328000,1.0000
carmaster-ebay,2018-10-22,6,202.04,77.80,0.385072,33.673333,1.0000
carmaster-ebay,2018-10-23,4,268.86,96.65,0.359481,67.215000,1.0000
carmaster-ebay,2018-10-24,3,149.56,56.76,0.379513,49.853333,1.0000
carmaster-ebay,2018-10-25,1,42.85,15.77,0.368028,42.850000,1.0000
carmaster-ebay,2018-10-26,3,62.58,28.73,0.459092,20.860000,1.0000
carmaster-ebay,2018-10-27,3,288.21,88.74,0.307900,96.070000,1.0000
carmaster-ebay,2018-10-28,7,205.39,77.93,0.379425,29.341429,1.0000
carmaster-ebay,2018-10-29,2,39.48,20.32,0.514691,19.740000,1.0000
carmaster-ebay,2018-11-01,5,302.04,107.76,0.356774,60.408000,1.0000
carmaster-ebay,2018-11-02,2,51.67,28.65,0.554480,25.835000,1.0000
carmaster-ebay,2018-11-03,6,267.18,110.55,0.413766,44.530000,1.0000
carmaster-ebay,2018-11-04,1,15.12,12.85,0.849868,15.120000,1.0000
carmaster-ebay,2018-11-05,3,121.40,55.22,0.454860,40.466667,1.0000
carmaster-ebay,2018-11-06,3,155.86,58.44,0.374952,51.953333,1.0000
carmaster-ebay,2018-11-07,2,63.01,31.15,0.494366,31.505000,1.0000
carmaster-ebay,2018-11-08,7,367.15,153.67,0.418548,52.450000,1.0000
carmaster-ebay,2018-11-10,1,13.86,9.39,0.677489,13.860000,1.0000
carmaster-ebay,2018-11-11,1,13.42,11.58,0.862891,13.420000,1.0000
carmaster-ebay,2018-11-12,1,39.91,18.22,0.456527,39.910000,1.0000
carmaster-ebay,2018-11-14,5,91.56,51.29,0.560179,18.312000,1.0000
carmaster-ebay,2018-11-15,3,64.68,36.53,0.564780,21.560000,1.0000
carmaster-ebay,2018-11-16,3,57.12,31.26,0.547269,19.040000,1.0000
carmaster-ebay,2018-11-17,1,10.08,7.64,0.757937,10.080000,1.0000
carmaster-ebay,2018-11-18,3,60.06,34.28,0.570763,20.020000,1.0000
carmaster-ebay,2018-11-19,5,55.85,38.84,0.695434,11.170000,1.0000
carmaster-ebay,2018-11-20,5,128.10,63.60,0.496487,25.620000,1.0000
carmaster-daparto,2018-01-04,1,63.86,21.17,0.331506,63.860000,1.0000
teufel-tyre24,2018-01-01,1,97.79,19.85,0.202986,97.790000,3.0000
teufel-tyre24,2018-01-02,16,1662.35,403.62,0.242801,103.896875,1.1875
teufel-tyre24,2018-01-03,14,1575.60,321.46,0.204024,112.542857,1.1429
teufel-tyre24,2018-01-04,11,1533.01,337.67,0.220266,139.364545,1.2727
teufel-tyre24,2018-01-05,10,1199.95,267.81,0.223184,119.995000,1.0000
teufel-tyre24,2018-01-06,2,167.36,32.75,0.195686,83.680000,1.5000
teufel-tyre24,2018-01-07,3,409.24,92.27,0.225467,136.413333,1.0000
teufel-tyre24,2018-01-08,13,1329.62,284.32,0.213836,102.278462,1.1538
teufel-tyre24,2018-01-09,17,3577.37,773.27,0.216156,210.433529,1.1176
teufel-tyre24,2018-01-10,14,1162.66,270.75,0.232871,83.047143,1.5000
teufel-tyre24,2018-01-11,9,724.92,155.60,0.214644,80.546667,1.1111
teufel-tyre24,2018-01-12,11,1237.62,266.22,0.215106,112.510909,1.0909
teufel-tyre24,2018-01-13,4,389.13,85.12,0.218744,97.282500,1.0000
teufel-tyre24,2018-01-14,5,1395.01,307.38,0.220343,279.002000,1.8000
teufel-tyre24,2018-01-15,17,1994.55,449.40,0.225314,117.326471,1.6471
teufel-tyre24,2018-01-16,12,1010.01,228.51,0.226245,84.167500,1.2500
teufel-tyre24,2018-01-17,14,1968.01,435.00,0.221035,140.572143,1.2143
teufel-tyre24,2018-01-18,9,782.02,172.24,0.220250,86.891111,1.0000
teufel-tyre24,2018-01-19,7,911.62,199.90,0.219280,130.231429,1.1429
teufel-tyre24,2018-01-20,1,266.36,58.27,0.218764,266.360000,1.0000
teufel-tyre24,2018-01-21,1,334.26,73.14,0.218812,334.260000,1.0000
teufel-tyre24,2018-01-22,15,877.61,204.94,0.233521,58.507333,1.0667
teufel-tyre24,2018-01-23,8,1135.52,259.25,0.228309,141.940000,1.3750
teufel-tyre24,2018-01-24,15,1189.65,268.88,0.226016,79.310000,1.2000
teufel-tyre24,2018-01-25,10,1938.53,340.28,0.175535,193.853000,1.2000
teufel-tyre24,2018-01-26,7,919.88,184.66,0.200744,131.411429,1.0000
teufel-tyre24,2018-01-27,3,306.98,68.53,0.223239,102.326667,1.6667
teufel-tyre24,2018-01-28,2,242.63,54.70,0.225446,121.315000,1.0000
teufel-tyre24,2018-01-29,18,2255.58,514.47,0.228088,125.310000,1.1667
teufel-tyre24,2018-01-30,13,1865.43,423.95,0.227267,143.494615,1.3846
teufel-tyre24,2018-01-31,8,1636.91,337.09,0.205931,204.613750,1.1250
teufel-tyre24,2018-02-01,8,698.18,155.44,0.222636,87.272500,1.0000
teufel-tyre24,2018-02-02,13,1596.77,355.24,0.222474,122.828462,1.1538
teufel-tyre24,2018-02-05,21,2114.86,470.07,0.222270,100.707619,1.1429
teufel-tyre24,2018-02-06,14,2582.31,574.43,0.222448,184.450714,1.3571
teufel-tyre24,2018-02-07,15,1815.18,406.94,0.224187,121.012000,1.2667
teufel-tyre24,2018-02-08,8,987.40,219.31,0.222109,123.425000,1.5000
teufel-tyre24,2018-02-09,11,1951.72,431.79,0.221236,177.429091,1.0909
teufel-tyre24,2018-02-10,3,394.60,87.35,0.221363,131.533333,1.6667
teufel-tyre24,2018-02-11,2,142.17,31.10,0.218752,71.085000,1.0000
teufel-tyre24,2018-02-12,11,950.17,213.37,0.224560,86.379091,1.3636
teufel-tyre24,2018-02-13,14,1365.78,302.11,0.221200,97.555714,1.1429
teufel-tyre24,2018-02-14,6,942.21,212.62,0.225661,157.035000,1.6667
teufel-tyre24,2018-02-15,12,1485.75,334.40,0.225072,123.812500,1.3333
teufel-tyre24,2018-02-16,20,2115.20,475.52,0.224811,105.760000,1.2000
teufel-tyre24,2018-02-17,4,534.46,122.83,0.229821,133.615000,2.0000
teufel-tyre24,2018-02-18,2,93.76,22.98,0.245094,46.880000,1.0000
teufel-tyre24,2018-02-19,11,1061.51,235.37,0.221731,96.500909,1.0909
teufel-tyre24,2018-02-20,16,2629.68,578.90,0.220141,164.355000,1.1250
teufel-tyre24,2018-02-21,10,1363.03,300.57,0.220516,136.303000,1.2000
teufel-tyre24,2018-02-22,15,1818.77,409.42,0.225108,121.251333,1.2000
teufel-tyre24,2018-02-23,12,1289.96,287.42,0.222813,107.496667,1.3333
teufel-tyre24,2018-02-24,2,185.62,44.78,0.241246,92.810000,1.0000
teufel-tyre24,2018-02-25,2,209.84,47.38,0.225791,104.920000,2.0000
teufel-tyre24,2018-02-26,17,2120.29,478.79,0.225813,124.722941,1.1765
teufel-tyre24,2018-02-27,17,1742.57,387.28,0.222246,102.504118,1.1176
teufel-tyre24,2018-02-28,10,930.70,216.81,0.232954,93.070000,1.5000
teufel-tyre24,2018-03-01,10,1613.69,363.35,0.225167,161.369000,1.2000
teufel-tyre24,2018-03-02,11,847.39,185.30,0.218671,77.035455,1.0000
teufel-tyre24,2018-03-03,6,544.27,123.47,0.226854,90.711667,1.5000
teufel-tyre24,2018-03-05,9,1196.35,273.57,0.228671,132.927778,1.7778
teufel-tyre24,2018-03-06,14,1637.46,365.39,0.223144,116.961429,1.1429
teufel-tyre24,2018-03-07,12,2003.60,449.65,0.224421,166.966667,1.1667
teufel-tyre24,2018-03-08,11,1232.67,272.75,0.221268,112.060909,1.0909
teufel-tyre24,2018-03-09,8,910.12,212.82,0.233837,113.765000,1.2500
teufel-tyre24,2018-03-10,5,323.38,71.76,0.221906,64.676000,1.0000
teufel-tyre24,2018-03-11,1,371.10,81.18,0.218755,371.100000,1.0000
teufel-tyre24,2018-03-12,20,2248.24,502.02,0.223295,112.412000,1.0500
teufel-tyre24,2018-03-13,11,1059.60,240.75,0.227208,96.327273,1.0000
teufel-tyre24,2018-03-14,13,1007.92,224.11,0.222349,77.532308,1.0769
teufel-tyre24,2018-03-15,16,1853.88,410.48,0.221417,115.867500,1.0625
teufel-tyre24,2018-03-16,10,1153.70,259.33,0.224781,115.370000,1.3000
teufel-tyre24,2018-03-17,2,213.75,47.83,0.223766,106.875000,2.0000
teufel-tyre24,2018-03-18,2,202.71,44.34,0.218736,101.355000,1.0000
teufel-tyre24,2018-03-19,20,1606.46,367.41,0.228708,80.323000,1.1000
teufel-tyre24,2018-03-20,14,2268.14,504.77,0.222548,162.010000,1.2143
teufel-tyre24,2018-03-21,11,1150.44,252.16,0.219186,104.585455,1.0909
teufel-tyre24,2018-03-22,10,709.71,157.05,0.221288,70.971000,1.2000
teufel-tyre24,2018-03-23,11,1017.99,224.98,0.221004,92.544545,1.0909
teufel-tyre24,2018-03-24,4,382.60,93.33,0.243936,95.650000,1.5000
teufel-tyre24,2018-03-25,2,191.24,46.88,0.245137,95.620000,2.0000
teufel-tyre24,2018-03-26,17,1641.79,365.39,0.222556,96.575882,1.1176
teufel-tyre24,2018-03-27,12,1062.84,244.08,0.229649,88.570000,1.3333
teufel-tyre24,2018-03-28,9,1151.59,252.32,0.219106,127.954444,1.0000
teufel-tyre24,2018-03-29,12,1003.50,224.77,0.223986,83.625000,1.0000
teufel-tyre24,2018-03-30,1,121.36,26.54,0.218688,121.360000,1.0000
teufel-tyre24,2018-03-31,2,260.50,56.99,0.218772,130.250000,1.0000
teufel-tyre24,2018-04-01,3,325.11,73.24,0.225278,108.370000,1.6667
teufel-tyre24,2018-04-02,1,97.48,21.32,0.218712,97.480000,1.0000
teufel-tyre24,2018-04-03,19,3994.28,873.12,0.218593,210.225263,1.2105
teufel-tyre24,2018-04-04,14,1710.99,385.51,0.225314,122.213571,1.3571
teufel-tyre24,2018-04-05,13,1420.11,310.68,0.218772,109.239231,1.3846
teufel-tyre24,2018-04-06,13,1804.42,403.72,0.223739,138.801538,1.1538
teufel-tyre24,2018-04-07,3,314.17,67.36,0.214406,104.723333,1.0000
teufel-tyre24,2018-04-08,2,75.56,21.29,0.281763,37.780000,1.0000
teufel-tyre24,2018-04-09,31,3490.54,782.29,0.224117,112.598065,1.1935
teufel-tyre24,2018-04-10,22,2467.46,547.71,0.221973,112.157273,1.2273
teufel-tyre24,2018-04-11,24,2213.72,495.23,0.223709,92.238333,1.1250
teufel-tyre24,2018-04-12,19,1986.57,439.39,0.221180,104.556316,1.1053
teufel-tyre24,2018-04-13,16,1704.88,387.91,0.227529,106.555000,1.1875
teufel-tyre24,2018-04-14,5,524.55,121.41,0.231456,104.910000,1.6000
teufel-tyre24,2018-04-15,4,318.38,73.85,0.231956,79.595000,1.5000
teufel-tyre24,2018-04-16,21,2226.03,511.25,0.229669,106.001429,1.5714
teufel-tyre24,2018-04-17,15,1854.04,415.97,0.224359,123.602667,1.5333
teufel-tyre24,2018-04-18,17,1934.31,433.34,0.224028,113.782941,1.2941
teufel-tyre24,2018-04-19,20,2401.02,544.00,0.226570,120.051000,1.3500
teufel-tyre24,2018-04-20,17,2703.54,605.64,0.224017,159.031765,1.1176
teufel-tyre24,2018-04-21,8,613.11,139.84,0.228083,76.638750,1.2500
teufel-tyre24,2018-04-22,2,140.61,30.76,0.218761,70.305000,1.0000
teufel-tyre24,2018-04-23,15,1734.24,393.23,0.226745,115.616000,1.2667
teufel-tyre24,2018-04-24,21,2652.45,600.60,0.226432,126.307143,1.1905
teufel-tyre24,2018-04-25,16,1827.67,412.12,0.225489,114.229375,1.3125
teufel-tyre24,2018-04-26,18,2587.62,582.04,0.224933,143.756667,1.1667
teufel-tyre24,2018-04-27,9,1073.82,242.23,0.225578,119.313333,1.2222
teufel-tyre24,2018-04-28,6,781.16,173.75,0.222426,130.193333,1.3333
teufel-tyre24,2018-04-29,1,75.98,17.54,0.230850,75.980000,1.0000
teufel-tyre24,2018-04-30,11,1096.23,250.27,0.228301,99.657273,1.2727
teufel-tyre24,2018-05-01,4,439.54,97.47,0.221755,109.885000,1.0000
teufel-tyre24,2018-05-02,21,2354.07,530.28,0.225261,112.098571,1.3333
teufel-tyre24,2018-05-03,13,1034.43,232.40,0.224665,79.571538,1.1538
teufel-tyre24,2018-05-04,11,1570.53,364.70,0.232215,142.775455,1.6364
teufel-tyre24,2018-05-05,8,632.33,154.24,0.243923,79.041250,1.5000
teufel-tyre24,2018-05-06,3,242.76,57.14,0.235377,80.920000,1.3333
teufel-tyre24,2018-05-07,17,1721.82,393.90,0.228770,101.283529,1.3529
teufel-tyre24,2018-05-08,16,1915.31,436.06,0.227671,119.706875,1.4375
teufel-tyre24,2018-05-09,19,2258.74,518.67,0.229628,118.881053,1.1579
teufel-tyre24,2018-05-10,3,326.13,75.70,0.232116,108.710000,1.0000
teufel-tyre24,2018-05-11,12,1454.37,331.21,0.227734,121.197500,1.3333
teufel-tyre24,2018-05-12,3,409.66,89.61,0.218742,136.553333,1.3333
teufel-tyre24,2018-05-13,1,123.35,30.89,0.250426,123.350000,1.0000
teufel-tyre24,2018-05-14,21,3613.76,821.59,0.227350,172.083810,1.2381
teufel-tyre24,2018-05-15,20,2000.13,446.37,0.223170,100.006500,1.3500
teufel-tyre24,2018-05-16,14,1238.39,280.85,0.226786,88.456429,1.3571
teufel-tyre24,2018-05-17,14,1513.00,346.75,0.229180,108.071429,1.3571
teufel-tyre24,2018-05-18,12,1208.89,308.14,0.254895,100.740833,1.5000
teufel-tyre24,2018-05-19,4,339.82,76.43,0.224913,84.955000,1.0000
teufel-tyre24,2018-05-20,3,281.62,63.51,0.225517,93.873333,1.0000
teufel-tyre24,2018-05-21,5,336.89,87.29,0.259105,67.378000,1.0000
teufel-tyre24,2018-05-22,30,3732.52,842.02,0.225590,124.417333,1.3333
teufel-tyre24,2018-05-23,12,1155.74,265.62,0.229827,96.311667,1.2500
teufel-tyre24,2018-05-24,20,1881.28,429.97,0.228552,94.064000,1.4000
teufel-tyre24,2018-05-25,19,3137.19,707.14,0.225406,165.115263,1.6316
teufel-tyre24,2018-05-26,8,552.70,128.15,0.231862,69.087500,1.0000
teufel-tyre24,2018-05-27,2,123.98,27.97,0.225601,61.990000,1.0000
teufel-tyre24,2018-05-28,26,2600.73,586.57,0.225541,100.028077,1.2692
teufel-tyre24,2018-05-29,20,2386.91,543.30,0.227616,119.345500,1.3500
teufel-tyre24,2018-05-30,14,1292.20,295.69,0.228827,92.300000,1.4286
teufel-tyre24,2018-05-31,6,570.61,130.84,0.229298,95.101667,1.6667
teufel-tyre24,2018-06-01,12,1658.97,368.72,0.222258,138.247500,1.0000
teufel-tyre24,2018-06-02,7,601.39,132.02,0.219525,85.912857,1.1429
teufel-tyre24,2018-06-04,24,2515.20,570.91,0.226984,104.800000,1.3333
teufel-tyre24,2018-06-05,18,3187.93,720.81,0.226106,177.107222,1.4444
teufel-tyre24,2018-06-06,17,1659.28,369.45,0.222657,97.604706,1.0000
teufel-tyre24,2018-06-07,5,793.76,179.16,0.225711,158.752000,1.4000
teufel-tyre24,2018-06-08,13,1605.48,355.46,0.221404,123.498462,1.1538
teufel-tyre24,2018-06-09,2,63.38,15.35,0.242190,31.690000,1.0000
teufel-tyre24,2018-06-10,2,171.98,42.08,0.244680,85.990000,1.0000
teufel-tyre24,2018-06-11,19,2094.72,475.13,0.226823,110.248421,1.2105
teufel-tyre24,2018-06-12,26,2488.62,553.58,0.222445,95.716154,1.2308
teufel-tyre24,2018-06-13,19,2103.59,484.62,0.230378,110.715263,1.3684
teufel-tyre24,2018-06-14,16,1487.85,333.65,0.224250,92.990625,1.0625
teufel-tyre24,2018-06-15,9,756.00,175.62,0.232302,84.000000,1.6667
teufel-tyre24,2018-06-16,2,112.64,24.64,0.218750,56.320000,1.0000
teufel-tyre24,2018-06-18,30,2787.45,641.86,0.230268,92.915000,1.2000
teufel-tyre24,2018-06-19,20,2077.31,500.09,0.240739,103.865500,1.8000
teufel-tyre24,2018-06-20,23,3004.45,1019.29,0.339260,130.628261,1.1739
teufel-tyre24,2018-06-21,18,2471.03,884.60,0.357988,137.279444,1.0000
teufel-tyre24,2018-06-22,17,1635.53,554.67,0.339138,96.207647,1.4706
teufel-tyre24,2018-06-23,3,383.41,140.58,0.366657,127.803333,1.6667
teufel-tyre24,2018-06-24,2,186.95,54.11,0.289436,93.475000,1.5000
teufel-tyre24,2018-06-25,35,4018.74,1405.29,0.349684,114.821143,1.2857
teufel-tyre24,2018-06-26,18,1891.39,465.58,0.246158,105.077222,1.3333
teufel-tyre24,2018-06-27,22,2074.82,464.66,0.223952,94.310000,1.0909
teufel-tyre24,2018-06-28,19,2011.70,451.90,0.224636,105.878947,1.0000
teufel-tyre24,2018-06-29,17,1544.56,352.19,0.228020,90.856471,1.2353
teufel-tyre24,2018-06-30,6,565.93,124.72,0.220381,94.321667,1.1667
teufel-tyre24,2018-07-01,2,124.05,18.52,0.149295,62.025000,1.0000
teufel-tyre24,2018-07-02,23,3080.91,678.77,0.220315,133.952609,1.0870
teufel-tyre24,2018-07-03,22,3189.13,717.53,0.224992,144.960455,1.2273
teufel-tyre24,2018-07-04,20,1965.10,436.32,0.222035,98.255000,1.1000
teufel-tyre24,2018-07-05,14,1625.42,368.43,0.226668,116.101429,1.2143
teufel-tyre24,2018-07-06,14,1786.30,413.11,0.231266,127.592857,1.4286
teufel-tyre24,2018-07-07,2,223.01,50.72,0.227434,111.505000,1.5000
teufel-tyre24,2018-07-08,2,75.35,17.39,0.230790,37.675000,1.0000
teufel-tyre24,2018-07-09,27,2974.70,663.27,0.222970,110.174074,1.1111
teufel-tyre24,2018-07-10,24,2555.76,582.59,0.227952,106.490000,1.2500
teufel-tyre24,2018-07-11,14,1366.82,312.33,0.228509,97.630000,1.1429
teufel-tyre24,2018-07-12,20,2896.92,663.66,0.229092,144.846000,1.4500
teufel-tyre24,2018-07-13,28,2682.23,603.35,0.224943,95.793929,1.1071
teufel-tyre24,2018-07-14,3,231.85,52.41,0.226051,77.283333,1.3333
teufel-tyre24,2018-07-15,2,199.37,78.77,0.395095,99.685000,1.0000
teufel-tyre24,2018-07-16,23,2264.40,518.04,0.228776,98.452174,1.3913
teufel-tyre24,2018-07-17,23,1896.87,441.95,0.232989,82.472609,1.3043
teufel-tyre24,2018-07-18,20,2407.27,535.21,0.222331,120.363500,1.2000
teufel-tyre24,2018-07-19,12,1528.85,343.04,0.224378,127.404167,1.2500
teufel-tyre24,2018-07-20,17,1852.09,411.61,0.222241,108.946471,1.0588
teufel-tyre24,2018-07-21,10,915.92,209.89,0.229158,91.592000,1.4000
teufel-tyre24,2018-07-22,1,48.32,11.15,0.230753,48.320000,1.0000
teufel-tyre24,2018-07-23,21,1968.15,442.80,0.224983,93.721429,1.1905
teufel-tyre24,2018-07-24,17,1966.68,445.17,0.226356,115.687059,1.1765
teufel-tyre24,2018-07-25,8,823.09,189.92,0.230740,102.886250,1.2500
teufel-tyre24,2018-07-26,16,2104.22,474.54,0.225518,131.513750,1.4375
