Kanal,Datum,Bestellungen,Umsatz,RE1_abs,RE1_rel,AvgWarenkorbwert,AnzahlArtikelproWarenkorb
teufel-daparto,2018-01-13,2,162.52,38.43,0.236463,81.260000,1.0000
teufel-daparto,2018-01-14,8,466.98,111.70,0.239197,58.372500,1.1250
teufel-daparto,2018-01-15,12,637.79,148.24,0.232428,53.149167,1.2500
teufel-daparto,2018-01-16,10,927.15,229.37,0.247393,92.715000,1.2000
teufel-daparto,2018-01-17,12,1121.29,260.64,0.232447,93.440833,1.2500
teufel-daparto,2018-01-18,10,764.33,176.82,0.231340,76.433000,1.3000
teufel-daparto,2018-01-19,3,235.71,69.94,0.296721,78.570000,1.0000
teufel-daparto,2018-01-20,4,371.67,104.33,0.280706,92.917500,1.0000
teufel-daparto,2018-01-21,11,764.74,181.40,0.237205,69.521818,1.0909
teufel-daparto,2018-01-22,9,581.33,133.19,0.229113,64.592222,1.0000
teufel-daparto,2018-01-23,5,880.45,208.45,0.236754,176.090000,1.4000
teufel-daparto,2018-01-24,6,707.74,197.27,0.278732,117.956667,1.0000
teufel-daparto,2018-01-25,7,840.63,194.83,0.231767,120.090000,1.0000
teufel-daparto,2018-01-26,4,264.84,62.23,0.234972,66.210000,1.0000
teufel-daparto,2018-01-27,11,756.67,180.41,0.238426,68.788182,1.2727
teufel-daparto,2018-01-28,9,697.99,157.34,0.225419,77.554444,1.1111
teufel-daparto,2018-01-29,16,1330.48,302.76,0.227557,83.155000,1.4375
teufel-daparto,2018-01-30,12,876.41,218.03,0.248776,73.034167,1.0833
teufel-daparto,2018-01-31,15,1066.53,257.46,0.241400,71.102000,1.0667
teufel-daparto,2018-02-01,16,1786.56,424.22,0.237451,111.660000,1.2500
teufel-daparto,2018-02-02,10,807.60,206.64,0.255869,80.760000,1.3000
teufel-daparto,2018-02-03,5,716.49,179.50,0.250527,143.298000,1.6000
teufel-daparto,2018-02-04,3,149.36,32.69,0.218867,49.786667,1.3333
teufel-daparto,2018-02-05,13,942.84,229.21,0.243106,72.526154,1.3846
teufel-daparto,2018-02-06,10,627.19,144.23,0.229962,62.719000,1.2000
teufel-daparto,2018-02-07,12,955.45,222.90,0.233293,79.620833,1.0000
teufel-daparto,2018-02-08,5,273.50,67.20,0.245704,54.700000,1.4000
teufel-daparto,2018-02-09,5,332.15,80.15,0.241307,66.430000,1.4000
teufel-daparto,2018-02-10,3,169.27,40.09,0.236841,56.423333,1.0000
teufel-daparto,2018-02-11,9,749.83,163.26,0.217729,83.314444,1.4444
teufel-daparto,2018-02-12,6,746.04,185.97,0.249276,124.340000,1.1667
teufel-daparto,2018-02-13,10,968.11,238.09,0.245933,96.811000,1.2000
teufel-daparto,2018-02-14,7,676.53,166.25,0.245739,96.647143,1.2857
teufel-daparto,2018-02-15,4,418.17,100.06,0.239281,104.542500,1.2500
teufel-daparto,2018-02-16,6,565.27,141.53,0.250376,94.211667,1.1667
teufel-daparto,2018-02-17,2,460.45,97.65,0.212075,230.225000,2.0000
teufel-daparto,2018-02-18,5,322.27,77.85,0.241568,64.454000,1.2000
teufel-daparto,2018-02-19,6,801.94,204.07,0.254470,133.656667,1.3333
teufel-daparto,2018-02-20,5,406.89,98.96,0.243211,81.378000,1.0000
teufel-daparto,2018-02-21,8,1011.82,251.69,0.248750,126.477500,1.2500
teufel-daparto,2018-02-22,2,161.09,37.17,0.230741,80.545000,2.5000
teufel-daparto,2018-02-23,3,472.57,121.91,0.257972,157.523333,1.0000
teufel-daparto,2018-02-24,2,151.05,35.01,0.231778,75.525000,1.0000
teufel-daparto,2018-02-25,3,306.60,2.34,0.007632,102.200000,2.0000
teufel-daparto,2018-02-26,10,558.03,133.23,0.238751,55.803000,1.2000
teufel-daparto,2018-02-27,5,323.22,76.52,0.236743,64.644000,1.4000
teufel-daparto,2018-02-28,11,648.12,156.92,0.242116,58.920000,1.1818
teufel-daparto,2018-03-01,5,426.37,108.67,0.254873,85.274000,1.6000
teufel-daparto,2018-03-02,7,619.21,149.72,0.241792,88.458571,1.4286
teufel-daparto,2018-03-03,2,325.04,83.28,0.256215,162.520000,1.0000
teufel-daparto,2018-03-04,2,192.32,16.90,0.087874,96.160000,3.0000
teufel-daparto,2018-03-05,5,203.85,48.43,0.237577,40.770000,1.0000
teufel-daparto,2018-03-06,8,367.52,84.58,0.230137,45.940000,1.1250
teufel-daparto,2018-03-07,4,195.51,44.54,0.227814,48.877500,1.0000
teufel-daparto,2018-03-08,7,414.15,99.09,0.239261,59.164286,1.0000
teufel-daparto,2018-03-09,4,245.75,58.11,0.236460,61.437500,1.5000
teufel-daparto,2018-03-10,5,447.52,112.98,0.252458,89.504000,1.0000
teufel-daparto,2018-03-11,4,256.44,61.28,0.238964,64.110000,1.0000
teufel-daparto,2018-03-12,13,1698.53,422.74,0.248886,130.656154,1.1538
teufel-daparto,2018-03-13,9,1011.95,253.22,0.250230,112.438889,1.0000
teufel-daparto,2018-03-14,11,782.63,34.96,0.044670,71.148182,1.6364
teufel-daparto,2018-03-15,11,1044.89,220.84,0.211352,94.990000,1.5455
teufel-daparto,2018-03-16,11,679.02,160.32,0.236105,61.729091,1.0909
teufel-daparto,2018-03-17,4,381.13,91.81,0.240889,95.282500,1.5000
teufel-daparto,2018-03-18,7,869.42,211.63,0.243415,124.202857,1.4286
teufel-daparto,2018-03-19,8,640.67,154.32,0.240873,80.083750,1.5000
teufel-daparto,2018-03-20,6,480.30,112.68,0.234603,80.050000,1.0000
teufel-daparto,2018-03-21,10,628.55,146.00,0.232281,62.855000,1.3000
teufel-daparto,2018-03-22,2,152.77,15.76,0.103162,76.385000,1.0000
teufel-daparto,2018-03-23,4,212.69,51.19,0.240679,53.172500,1.0000
teufel-daparto,2018-03-24,3,213.67,49.73,0.232742,71.223333,1.0000
teufel-daparto,2018-03-25,4,274.89,65.10,0.236822,68.722500,1.0000
teufel-daparto,2018-03-26,4,281.34,68.61,0.243869,70.335000,1.7500
teufel-daparto,2018-03-27,7,698.04,169.71,0.243124,99.720000,1.4286
teufel-daparto,2018-03-28,8,605.22,120.35,0.198853,75.652500,1.7500
teufel-daparto,2018-03-29,2,51.69,11.92,0.230606,25.845000,1.0000
teufel-daparto,2018-03-31,2,145.47,34.50,0.237162,72.735000,1.0000
teufel-daparto,2018-04-01,3,249.89,59.48,0.238025,83.296667,1.3333
teufel-daparto,2018-04-02,5,326.22,70.83,0.217123,65.244000,1.4000
teufel-daparto,2018-04-03,6,680.10,163.06,0.239759,113.350000,1.0000
teufel-daparto,2018-04-04,8,685.15,166.10,0.242429,85.643750,1.1250
teufel-daparto,2018-04-05,4,335.16,80.68,0.240721,83.790000,1.7500
teufel-daparto,2018-04-06,6,363.32,87.98,0.242156,60.553333,1.0000
teufel-daparto,2018-04-07,10,584.55,130.87,0.223882,58.455000,1.2000
teufel-daparto,2018-04-08,5,341.90,83.77,0.245013,68.380000,1.6000
teufel-daparto,2018-04-09,8,632.34,149.82,0.236929,79.042500,1.6250
teufel-daparto,2018-04-10,5,212.36,48.76,0.229610,42.472000,1.2000
teufel-daparto,2018-04-11,12,934.36,203.74,0.218053,77.863333,1.1667
teufel-daparto,2018-04-12,7,640.96,150.47,0.234757,91.565714,1.0000
teufel-daparto,2018-04-13,7,456.94,108.00,0.236355,65.277143,1.2857
teufel-daparto,2018-04-14,9,442.96,105.25,0.237606,49.217778,1.2222
teufel-daparto,2018-04-15,13,902.84,217.48,0.240884,69.449231,1.3077
teufel-daparto,2018-04-16,8,392.99,97.20,0.247335,49.123750,1.3750
teufel-daparto,2018-04-17,9,1289.40,268.72,0.208407,143.266667,1.3333
teufel-daparto,2018-04-18,4,274.92,69.77,0.253783,68.730000,1.0000
teufel-daparto,2018-04-19,9,939.96,231.56,0.246351,104.440000,1.4444
teufel-daparto,2018-04-20,13,903.09,214.98,0.238049,69.468462,1.3846
teufel-daparto,2018-04-21,5,228.34,54.31,0.237847,45.668000,1.0000
teufel-daparto,2018-04-22,6,624.31,154.38,0.247281,104.051667,1.3333
teufel-daparto,2018-04-23,12,1355.14,330.08,0.243576,112.928333,1.4167
teufel-daparto,2018-04-24,10,736.77,183.71,0.249345,73.677000,1.4000
teufel-daparto,2018-04-25,11,703.11,166.99,0.237502,63.919091,1.1818
teufel-daparto,2018-04-26,11,816.04,195.49,0.239559,74.185455,1.0909
teufel-daparto,2018-04-27,11,812.55,192.56,0.236982,73.868182,1.2727
teufel-daparto,2018-04-28,4,300.35,71.39,0.237689,75.087500,1.5000
teufel-daparto,2018-04-29,12,839.66,114.21,0.136019,69.971667,1.3333
teufel-daparto,2018-04-30,14,1196.03,291.13,0.243414,85.430714,1.3571
teufel-daparto,2018-05-01,10,889.57,230.17,0.258743,88.957000,1.1000
teufel-daparto,2018-05-02,7,538.54,132.82,0.246630,76.934286,1.1429
teufel-daparto,2018-05-03,6,407.23,99.26,0.243744,67.871667,1.1667
teufel-daparto,2018-05-04,6,383.93,91.27,0.237726,63.988333,1.0000
teufel-daparto,2018-05-05,4,204.68,47.23,0.230750,51.170000,1.0000
teufel-daparto,2018-05-06,15,953.01,229.17,0.240470,63.534000,1.0667
teufel-daparto,2018-05-07,16,883.40,204.44,0.231424,55.212500,1.3750
teufel-daparto,2018-05-08,10,482.86,120.86,0.250300,48.286000,1.1000
teufel-daparto,2018-05-09,5,155.25,36.31,0.233881,31.050000,1.2000
teufel-daparto,2018-05-10,3,396.84,94.29,0.237602,132.280000,2.0000
teufel-daparto,2018-05-11,8,452.55,106.06,0.234361,56.568750,1.2500
teufel-daparto,2018-05-12,6,332.27,78.14,0.235170,55.378333,1.1667
teufel-daparto,2018-05-13,9,523.70,132.57,0.253141,58.188889,1.5556
teufel-daparto,2018-05-14,9,477.89,113.21,0.236896,53.098889,1.5556
teufel-daparto,2018-05-15,12,751.40,191.72,0.255150,62.616667,1.0833
teufel-daparto,2018-05-16,15,1844.51,458.89,0.248787,122.967333,1.2667
teufel-daparto,2018-05-17,9,525.21,121.38,0.231108,58.356667,1.3333
teufel-daparto,2018-05-18,3,187.82,43.58,0.232031,62.606667,1.3333
teufel-daparto,2018-05-19,5,278.27,65.47,0.235275,55.654000,1.2000
teufel-daparto,2018-05-20,6,560.09,132.79,0.237087,93.348333,1.1667
teufel-daparto,2018-05-21,13,1358.38,322.75,0.237599,104.490769,1.6154
teufel-daparto,2018-05-22,12,892.90,218.93,0.245190,74.408333,1.0833
teufel-daparto,2018-05-23,16,1244.88,302.78,0.243220,77.805000,1.3750
teufel-daparto,2018-05-24,8,505.88,120.45,0.238100,63.235000,1.0000
teufel-daparto,2018-05-25,13,1294.85,288.18,0.222559,99.603846,1.2308
teufel-daparto,2018-05-26,4,166.67,39.09,0.234535,41.667500,1.0000
teufel-daparto,2018-05-27,10,809.10,146.76,0.181387,80.910000,1.1000
teufel-daparto,2018-05-28,13,1315.88,326.30,0.247971,101.221538,1.3077
teufel-daparto,2018-05-29,16,1283.14,319.13,0.248710,80.196250,1.0625
teufel-daparto,2018-05-30,6,719.09,174.64,0.242863,119.848333,1.8333
teufel-daparto,2018-05-31,3,242.59,57.10,0.235377,80.863333,1.0000
teufel-daparto,2018-06-01,2,122.12,28.18,0.230757,61.060000,1.5000
teufel-daparto,2018-06-02,5,314.14,73.73,0.234704,62.828000,1.8000
teufel-daparto,2018-06-03,15,1019.42,255.98,0.251104,67.961333,1.1333
teufel-daparto,2018-06-04,13,1102.85,271.23,0.245936,84.834615,1.2308
teufel-daparto,2018-06-05,8,1053.72,250.75,0.237966,131.715000,2.2500
teufel-daparto,2018-06-06,10,687.31,144.71,0.210545,68.731000,1.6000
teufel-daparto,2018-06-07,11,733.21,177.35,0.241882,66.655455,1.2727
teufel-daparto,2018-06-11,9,752.18,182.22,0.242256,83.575556,1.1111
teufel-daparto,2018-06-12,13,1316.05,282.37,0.214559,101.234615,1.2308
teufel-daparto,2018-06-13,10,596.42,145.61,0.244140,59.642000,1.0000
teufel-daparto,2018-06-14,8,502.86,130.17,0.258859,62.857500,1.0000
teufel-daparto,2018-06-15,16,1144.68,283.90,0.248017,71.542500,1.1250
teufel-daparto,2018-06-16,6,471.41,115.73,0.245498,78.568333,1.3333
teufel-daparto,2018-06-17,10,626.53,148.09,0.236365,62.653000,1.5000
teufel-daparto,2018-06-18,11,932.42,244.79,0.262532,84.765455,1.1818
teufel-daparto,2018-06-19,14,1428.63,414.31,0.290005,102.045000,1.8571
teufel-daparto,2018-06-20,6,313.03,113.98,0.364118,52.171667,1.1667
teufel-daparto,2018-06-21,10,1076.56,365.29,0.339312,107.656000,1.2000
teufel-daparto,2018-06-22,6,613.47,187.76,0.306062,102.245000,1.0000
teufel-daparto,2018-06-23,5,251.17,77.59,0.308914,50.234000,1.4000
teufel-daparto,2018-06-24,11,645.32,173.73,0.269215,58.665455,1.2727
teufel-daparto,2018-06-25,15,1550.45,428.39,0.276300,103.363333,1.2000
teufel-daparto,2018-06-26,12,1019.24,252.99,0.248214,84.936667,1.2500
teufel-daparto,2018-06-27,9,998.71,245.26,0.245577,110.967778,1.1111
teufel-daparto,2018-06-28,11,1030.51,257.13,0.249517,93.682727,1.0000
teufel-daparto,2018-06-29,6,531.04,127.10,0.239342,88.506667,1.6667
teufel-daparto,2018-06-30,14,1221.19,302.52,0.247726,87.227857,1.5714
teufel-daparto,2018-07-01,10,853.68,207.38,0.242925,85.368000,1.4000
teufel-daparto,2018-07-02,11,820.43,205.52,0.250503,74.584545,1.4545
teufel-daparto,2018-07-03,14,1245.88,303.91,0.243932,88.991429,1.3571
teufel-daparto,2018-07-04,10,1036.51,252.69,0.243789,103.651000,1.6000
teufel-daparto,2018-07-05,7,646.40,159.18,0.246256,92.342857,1.2857
teufel-daparto,2018-07-06,11,533.36,126.35,0.236894,48.487273,1.6364
teufel-daparto,2018-07-07,8,760.62,177.00,0.232705,95.077500,2.2500
teufel-daparto,2018-07-08,7,1178.84,296.28,0.251332,168.405714,1.1429
teufel-daparto,2018-07-09,11,904.25,214.90,0.237656,82.204545,1.8182
teufel-daparto,2018-07-10,11,1805.86,454.88,0.251891,164.169091,1.3636
teufel-daparto,2018-07-11,8,665.55,165.87,0.249222,83.193750,1.3750
teufel-daparto,2018-07-12,10,1083.20,276.30,0.255078,108.320000,1.0000
teufel-daparto,2018-07-13,8,753.14,179.64,0.238521,94.142500,1.5000
teufel-daparto,2018-07-14,5,333.66,77.57,0.232482,66.732000,1.0000
teufel-daparto,2018-07-15,13,926.23,220.52,0.238083,71.248462,1.6154
teufel-daparto,2018-07-16,15,1040.89,252.67,0.242744,69.392667,1.4000
teufel-daparto,2018-07-17,12,796.51,188.45,0.236595,66.375833,1.3333
teufel-daparto,2018-07-18,12,899.45,215.23,0.239291,74.954167,1.1667
teufel-daparto,2018-07-19,11,865.66,207.43,0.239621,78.696364,1.1818
teufel-daparto,2018-07-20,7,769.29,194.67,0.253052,109.898571,1.7143
teufel-daparto,2018-07-21,2,285.34,67.04,0.234948,142.670000,3.0000
teufel-daparto,2018-07-22,7,707.45,175.60,0.248215,101.064286,1.2857
teufel-daparto,2018-07-23,13,1074.76,266.39,0.247860,82.673846,1.3846
teufel-daparto,2018-07-24,24,1876.62,437.04,0.232887,78.192500,1.6667
teufel-daparto,2018-07-25,21,1753.85,410.39,0.233994,83.516667,1.5714
teufel-daparto,2018-07-26,16,1609.56,385.91,0.239761,100.597500,1.3125
teufel-daparto,2018-07-27,17,1258.22,300.64,0.238941,74.012941,1.3529
teufel-daparto,2018-07-28,6,632.31,150.50,0.238016,105.385000,1.3333
teufel-daparto,2018-07-29,20,1706.78,404.14,0.236785,85.339000,1.3500
teufel-daparto,2018-07-30,21,1705.39,408.64,0.239617,81.209048,1.3810
teufel-daparto,2018-07-31,31,2380.71,610.08,0.256260,76.797097,1.2903
teufel-daparto,2018-08-01,22,2078.20,496.52,0.238918,94.463636,1.5000
teufel-daparto,2018-08-02,18,1850.49,369.57,0.199715,102.805000,1.3889
teufel-daparto,2018-08-03,16,1459.06,334.09,0.228976,91.191250,1.1875
teufel-daparto,2018-08-04,14,1319.26,350.25,0.265490,94.232857,1.2857
teufel-daparto,2018-08-05,17,1192.27,276.95,0.232288,70.133529,1.1765
teufel-daparto,2018-08-06,30,2130.37,492.84,0.231340,71.012333,1.2000
teufel-daparto,2018-08-07,20,1993.94,438.63,0.219982,99.697000,1.4500
teufel-daparto,2018-08-08,14,1264.44,309.38,0.244677,90.317143,1.4286
teufel-daparto,2018-08-09,15,1162.07,278.66,0.239796,77.471333,1.3333
teufel-daparto,2018-08-10,19,1419.72,270.69,0.190664,74.722105,1.3684
teufel-daparto,2018-08-11,9,536.30,119.86,0.223494,59.588889,1.3333
teufel-daparto,2018-08-12,6,494.56,118.06,0.238717,82.426667,1.0000
teufel-daparto,2018-08-13,18,1670.19,424.90,0.254402,92.788333,1.3333
teufel-daparto,2018-08-14,11,1120.50,273.12,0.243748,101.863636,2.0000
teufel-daparto,2018-08-15,9,754.59,182.10,0.241323,83.843333,1.2222
teufel-daparto,2018-08-16,8,716.37,165.96,0.231668,89.546250,1.0000
teufel-daparto,2018-08-17,12,500.89,118.75,0.237078,41.740833,1.4167
teufel-daparto,2018-08-18,7,552.40,130.80,0.236785,78.914286,1.1429
teufel-daparto,2018-08-19,11,846.49,199.52,0.235703,76.953636,1.0909
teufel-daparto,2018-08-20,14,1249.38,313.06,0.250572,89.241429,1.4286
teufel-daparto,2018-08-21,10,626.04,155.66,0.248642,62.604000,1.3000
teufel-daparto,2018-08-22,11,882.03,207.41,0.235151,80.184545,1.2727
teufel-daparto,2018-08-23,13,647.96,154.96,0.239151,49.843077,1.1538
teufel-daparto,2018-08-24,7,813.10,208.88,0.256893,116.157143,2.1429
teufel-daparto,2018-08-25,6,572.21,130.19,0.227521,95.368333,2.1667
teufel-daparto,2018-08-26,7,483.68,121.48,0.251158,69.097143,1.1429
teufel-daparto,2018-08-27,13,2008.77,482.49,0.240192,154.520769,1.9231
teufel-daparto,2018-08-28,5,299.05,68.74,0.229861,59.810000,1.4000
teufel-daparto,2018-08-29,6,656.03,153.48,0.233953,109.338333,1.1667
teufel-daparto,2018-08-30,14,1165.77,316.03,0.271091,83.269286,1.7143
teufel-daparto,2018-08-31,9,745.01,194.80,0.261473,82.778889,1.2222
teufel-daparto,2018-09-01,5,406.21,95.62,0.235395,81.242000,1.6000
teufel-daparto,2018-09-02,9,652.03,155.24,0.238087,72.447778,1.5556
teufel-daparto,2018-09-03,8,964.40,237.34,0.246101,120.550000,2.3750
teufel-daparto,2018-09-04,3,102.70,26.82,0.261149,34.233333,1.0000
teufel-daparto,2018-09-05,12,1271.83,314.92,0.247612,105.985833,1.7500
teufel-daparto,2018-09-06,5,227.07,56.55,0.249042,45.414000,1.0000
teufel-daparto,2018-09-07,7,639.76,153.91,0.240575,91.394286,1.2857
teufel-daparto,2018-09-08,5,490.15,122.76,0.250454,98.030000,1.4000
teufel-daparto,2018-09-09,11,977.23,223.63,0.228841,88.839091,2.1818
teufel-daparto,2018-09-10,9,965.66,223.26,0.231199,107.295556,1.6667
teufel-daparto,2018-09-11,11,1154.64,275.00,0.238169,104.967273,1.7273
teufel-daparto,2018-09-12,10,994.29,256.98,0.258456,99.429000,1.5000
teufel-daparto,2018-09-13,13,1040.62,257.80,0.247737,80.047692,1.2308
teufel-daparto,2018-09-14,12,1048.13,244.67,0.233435,87.344167,1.0833
teufel-daparto,2018-09-15,7,548.50,146.20,0.266545,78.357143,1.2857
teufel-daparto,2018-09-16,12,1480.96,351.83,0.237569,123.413333,1.7500
teufel-daparto,2018-09-17,13,919.73,216.46,0.235352,70.748462,1.3077
teufel-daparto,2018-09-18,9,793.82,187.94,0.236754,88.202222,1.1111
teufel-daparto,2018-09-19,12,858.11,205.42,0.239387,71.509167,1.3333
teufel-daparto,2018-09-20,9,634.98,152.41,0.240023,70.553333,1.1111
teufel-daparto,2018-09-21,5,520.91,126.68,0.243190,104.182000,2.2000
teufel-daparto,2018-09-22,5,410.41,101.22,0.246631,82.082000,1.6000
teufel-daparto,2018-09-23,8,750.49,197.73,0.263468,93.811250,1.6250
teufel-daparto,2018-09-24,11,997.34,260.59,0.261285,90.667273,1.4545
teufel-daparto,2018-09-25,17,1499.56,389.01,0.259416,88.209412,1.4118
teufel-daparto,2018-09-26,14,785.88,190.29,0.242136,56.134286,1.5000
teufel-daparto,2018-09-27,3,313.42,75.48,0.240827,104.473333,1.6667
teufel-daparto,2018-09-28,8,526.76,133.82,0.254044,65.845000,1.5000
teufel-daparto,2018-09-29,12,1056.14,274.26,0.259681,88.011667,1.2500
teufel-daparto,2018-09-30,11,738.92,186.13,0.251895,67.174545,1.3636
teufel-daparto,2018-10-01,18,1639.89,391.87,0.238961,91.105000,1.8889
teufel-daparto,2018-10-02,7,751.15,178.78,0.238008,107.307143,1.4286
teufel-daparto,2018-10-03,10,554.56,139.28,0.251154,55.456000,1.1000
teufel-daparto,2018-10-04,10,779.34,183.00,0.234814,77.934000,1.5000
teufel-daparto,2018-10-05,4,537.63,127.61,0.237357,134.407500,1.5000
teufel-daparto,2018-10-06,5,582.83,136.08,0.233481,116.566000,1.0000
teufel-daparto,2018-10-07,5,324.65,75.44,0.232373,64.930000,1.0000
teufel-daparto,2018-10-08,10,761.70,186.03,0.244230,76.170000,1.3000
teufel-daparto,2018-10-09,23,2463.54,597.98,0.242732,107.110435,1.8261
teufel-daparto,2018-10-10,14,1501.37,380.30,0.253302,107.240714,2.0000
teufel-daparto,2018-10-11,6,669.98,178.11,0.265844,111.663333,1.3333
teufel-daparto,2018-10-12,4,221.65,51.41,0.231942,55.412500,1.5000
teufel-daparto,2018-10-13,8,344.87,85.66,0.248383,43.108750,1.2500
teufel-daparto,2018-10-14,8,525.95,133.17,0.253199,65.743750,1.3750
teufel-daparto,2018-10-15,14,945.63,229.25,0.242431,67.545000,1.1429
teufel-daparto,2018-10-16,11,1262.13,317.81,0.251804,114.739091,1.9091
teufel-daparto,2018-10-17,8,1138.74,288.56,0.253403,142.342500,1.0000
teufel-daparto,2018-10-18,6,463.31,113.01,0.243919,77.218333,1.0000
teufel-daparto,2018-10-19,5,372.49,105.72,0.283820,74.498000,1.2000
teufel-daparto,2018-10-20,6,269.52,65.04,0.241318,44.920000,1.3333
teufel-daparto,2018-10-21,12,1338.65,325.90,0.243454,111.554167,2.0833
teufel-daparto,2018-10-22,4,699.04,166.51,0.238198,174.760000,3.2500
teufel-daparto,2018-10-23,11,1197.66,302.31,0.252417,108.878182,1.9091
teufel-daparto,2018-10-24,3,226.45,63.41,0.280018,75.483333,1.0000
teufel-daparto,2018-10-25,7,568.56,144.10,0.253447,81.222857,1.1429
teufel-daparto,2018-10-26,6,323.72,86.30,0.266588,53.953333,1.1667
teufel-daparto,2018-10-27,3,350.67,97.78,0.278838,116.890000,2.0000
teufel-daparto,2018-10-28,5,278.62,67.10,0.240830,55.724000,1.4000
teufel-daparto,2018-10-29,11,734.31,173.76,0.236630,66.755455,1.8182
teufel-daparto,2018-10-30,9,451.51,118.73,0.262962,50.167778,1.1111
teufel-daparto,2018-10-31,9,793.88,213.03,0.268340,88.208889,1.6667
teufel-daparto,2018-11-01,8,630.89,192.78,0.305568,78.861250,1.3750
teufel-daparto,2018-11-02,16,825.82,238.69,0.289034,51.613750,1.3125
teufel-daparto,2018-11-03,14,918.33,245.83,0.267692,65.595000,1.9286
teufel-daparto,2018-11-04,21,1685.35,493.63,0.292895,80.254762,1.3333
teufel-daparto,2018-11-05,26,1248.46,381.22,0.305352,48.017692,1.7692
teufel-daparto,2018-11-06,32,2196.92,661.48,0.301094,68.653750,1.6250
teufel-daparto,2018-11-07,30,1795.73,528.33,0.294215,59.857667,1.5333
teufel-daparto,2018-11-08,15,1260.31,342.29,0.271592,84.020667,1.3333
teufel-daparto,2018-11-09,9,873.81,244.14,0.279397,97.090000,1.7778
teufel-daparto,2018-11-10,20,739.73,217.64,0.294215,36.986500,1.8500
teufel-daparto,2018-11-11,19,1311.37,382.46,0.291649,69.019474,1.7895
teufel-daparto,2018-11-12,31,1778.87,494.73,0.278115,57.382903,1.6774
teufel-daparto,2018-11-13,20,930.15,282.75,0.303983,46.507500,1.2000
teufel-daparto,2018-11-14,13,473.77,169.47,0.357705,36.443846,1.3077
teufel-daparto,2018-11-15,19,682.95,232.87,0.340977,35.944737,1.0526
teufel-daparto,2018-11-16,13,588.88,198.66,0.337352,45.298462,1.0769
teufel-daparto,2018-11-17,15,499.41,190.98,0.382411,33.294000,1.4667
teufel-daparto,2018-11-18,15,358.55,135.23,0.377158,23.903333,1.0667
teufel-daparto,2018-11-19,15,464.35,169.63,0.365306,30.956667,1.0667
teufel-daparto,2018-11-20,36,1312.04,387.87,0.295624,36.445556,1.3611
teufel-daparto,2018-11-21,6,394.22,124.33,0.315382,65.703333,2.1667
partsrunner-shop,2018-01-01,33,2461.14,407.85,0.165716,74.580000,3.0303
partsrunner-shop,2018-01-02,63,4027.97,635.56,0.157787,63.936032,2.8413
partsrunner-shop,2018-01-03,59,4968.31,836.38,0.168343,84.208644,3.0847
partsrunner-shop,2018-01-04,54,5236.33,928.39,0.177298,96.969074,2.3704
partsrunner-shop,2018-01-05,31,2389.11,374.63,0.156807,77.068065,2.7742
partsrunner-shop,2018-01-06,26,1332.35,204.48,0.153473,51.244231,2.1923
partsrunner-shop,2018-01-07,43,3621.33,631.72,0.174444,84.216977,3.3953
partsrunner-shop,2018-01-08,50,4686.70,823.28,0.175663,93.734000,3.3000
partsrunner-shop,2018-01-09,66,4844.84,908.79,0.187579,73.406667,2.7424
partsrunner-shop,2018-01-10,37,3493.36,527.57,0.151021,94.415135,3.5946
partsrunner-shop,2018-01-11,60,5737.40,1035.18,0.180427,95.623333,2.9167
partsrunner-shop,2018-01-12,47,2668.62,487.84,0.182806,56.779149,2.0000
partsrunner-shop,2018-01-13,33,2462.91,412.97,0.167676,74.633636,3.6061
partsrunner-shop,2018-01-14,44,3042.36,553.25,0.181849,69.144545,3.1136
partsrunner-shop,2018-01-15,72,6561.52,876.48,0.133579,91.132222,3.1944
partsrunner-shop,2018-01-16,50,5186.17,990.62,0.191012,103.723400,3.2800
partsrunner-shop,2018-01-17,62,4875.13,932.66,0.191310,78.631129,2.8065
partsrunner-shop,2018-01-18,55,4245.82,688.07,0.162058,77.196727,3.1636
partsrunner-shop,2018-01-19,35,2674.95,482.76,0.180474,76.427143,2.8286
partsrunner-shop,2018-01-20,25,2144.07,413.73,0.192965,85.762800,2.9600
partsrunner-shop,2018-01-21,28,1954.87,363.58,0.185987,69.816786,2.7500
partsrunner-shop,2018-01-22,56,4669.98,870.26,0.186352,83.392500,3.1786
partsrunner-shop,2018-01-23,277,15403.09,2760.11,0.179192,55.606823,2.6498
partsrunner-shop,2018-01-24,65,4569.67,814.30,0.178197,70.302615,3.0000
partsrunner-shop,2018-01-25,47,5063.61,775.50,0.153152,107.736383,2.9149
partsrunner-shop,2018-01-26,36,2759.70,531.88,0.192731,76.658333,2.6389
partsrunner-shop,2018-01-27,32,2184.15,319.79,0.146414,68.254688,2.9063
partsrunner-shop,2018-01-28,46,3296.73,562.74,0.170696,71.668043,3.2174
partsrunner-shop,2018-01-29,72,6447.23,1158.53,0.179694,89.544861,3.3611
partsrunner-shop,2018-01-30,63,4825.47,853.60,0.176895,76.594762,3.0476
partsrunner-shop,2018-01-31,43,2636.70,341.58,0.129548,61.318605,2.8140
partsrunner-shop,2018-02-01,46,2679.32,474.11,0.176952,58.246087,3.0217
partsrunner-shop,2018-02-02,37,2379.96,460.42,0.193457,64.323243,2.5946
partsrunner-shop,2018-02-03,22,2022.25,394.58,0.195119,91.920455,3.0909
partsrunner-shop,2018-02-04,27,1813.67,329.21,0.181516,67.172963,3.1111
